speed_kmh,payload_kg,ambient_temp_C,hvac_power_kw,road_grade_pct,battery_temp_C,driving_style_index,tire_pressure_bar,trip_distance_km,energy_consumption_kwhper100km
33.2,145.6,34.6,0.45,-4.47,37.8,0.156,2.6,46.3,11.62
79.9,307.1,25.0,0.46,-4.81,15.4,0.33,2.51,176.6,20.443
20.6,402.2,-2.6,3.46,-2.41,44.1,0.591,2.54,24.7,21.79
55.7,449.6,33.4,1.07,-0.86,20.7,0.737,2.71,127.8,23.314
60.3,311.9,5.1,4.67,1.3,42.0,0.266,2.3,94.2,25.065
63.6,2.8,12.7,2.58,5.89,30.5,0.948,2.44,12.6,23.198
96.5,93.2,16.3,2.3,-0.91,31.9,0.706,2.14,181.3,23.432
62.7,49.9,32.5,2.17,-0.11,17.5,0.218,2.37,192.4,20.038
69.4,181.7,36.6,3.46,-0.72,26.0,0.726,2.12,181.9,25.149
46.1,250.7,36.5,2.26,-4.88,19.7,0.696,2.51,42.5,18.997
61.1,21.7,-9.6,0.64,7.42,30.8,0.753,2.26,69.9,24.43
45.0,174.2,36.1,4.4,-3.19,31.5,0.916,2.69,191.4,20.944
28.1,89.6,-7.3,2.14,-1.26,36.3,0.712,2.27,25.8,20.658
86.4,323.5,3.3,0.37,-3.32,41.3,0.352,2.23,118.7,20.651
93.5,232.1,15.7,2.65,1.38,29.0,0.791,2.39,99.7,26.935
88.1,247.7,14.0,3.24,7.12,22.0,0.696,2.14,34.6,28.843
71.0,213.8,20.2,1.38,-3.69,25.0,0.574,2.16,177.9,21.507
61.8,478.0,14.0,4.0,0.73,40.4,0.354,2.63,31.2,25.192
115.0,107.4,36.7,3.35,-4.71,19.4,0.921,2.4,120.6,24.567
77.1,258.3,2.0,3.25,5.02,33.8,0.513,2.17,67.0,27.626
72.7,368.0,3.7,2.1,3.34,15.4,0.628,2.03,86.5,28.023
22.8,278.4,36.0,4.81,4.1,22.4,0.415,2.37,46.2,24.73
57.5,464.5,-6.2,1.37,1.14,32.7,0.781,2.59,126.8,26.753
61.8,189.0,20.5,2.89,6.8,28.7,0.341,2.28,197.8,24.742
63.9,231.8,24.1,1.55,0.32,29.8,0.811,2.2,167.5,23.625
83.8,44.3,15.3,3.72,1.68,34.8,0.108,2.32,138.2,22.662
78.7,304.5,24.7,0.24,4.04,22.0,0.709,2.77,152.5,24.376
86.9,144.1,-1.4,0.23,1.77,23.4,0.477,2.34,168.7,23.619
104.1,80.2,32.6,4.05,-2.54,35.5,0.699,2.21,97.1,22.32
109.4,272.3,-3.0,2.17,-0.88,31.1,0.531,2.46,115.6,25.852
99.0,266.2,10.0,1.71,-3.8,15.4,0.134,2.65,179.6,20.17
125.1,37.9,-6.2,3.04,0.62,35.1,0.477,2.02,140.7,26.012
22.0,349.1,17.3,3.51,2.92,33.6,0.965,2.45,31.5,24.57
41.5,311.9,23.5,1.01,-3.46,17.4,0.755,2.67,157.0,20.11
20.8,94.5,37.1,0.93,3.2,37.4,0.3,2.17,9.4,18.144
91.2,234.7,27.0,4.79,6.61,30.7,0.944,2.74,170.3,31.091
118.8,360.2,17.1,2.95,-0.61,21.1,0.779,2.46,158.7,27.588
46.8,264.7,36.6,1.95,-2.11,31.8,0.364,2.41,167.0,19.026
122.0,197.7,13.9,4.01,6.61,32.9,0.604,2.77,9.6,27.411
26.6,161.2,18.1,2.63,4.0,42.6,0.427,2.1,194.6,21.604
122.8,305.2,19.8,1.21,-3.63,37.3,0.097,2.59,124.8,21.824
58.7,469.6,10.5,1.03,0.31,24.1,0.806,2.65,161.0,25.307
31.2,335.9,31.9,1.98,3.76,18.5,0.191,2.39,115.5,22.569
73.4,37.4,-0.7,4.3,2.47,40.6,0.458,2.01,71.3,24.964
48.2,230.3,17.7,0.31,3.04,40.4,0.703,2.42,62.7,22.723
51.3,445.4,26.1,1.09,2.37,20.3,0.932,2.12,18.6,25.091
53.8,47.2,35.2,4.47,5.37,16.9,0.063,2.45,110.8,22.783
108.3,494.4,34.2,0.61,-0.83,36.4,0.393,2.59,33.0,23.478
79.3,474.5,15.4,3.15,4.21,36.7,0.615,2.42,115.7,28.884
54.2,39.1,22.2,1.07,7.88,20.3,0.779,2.5,126.9,24.067
87.1,466.7,9.7,3.03,0.07,35.0,0.921,2.08,91.2,27.808
98.8,181.6,13.4,1.92,5.28,23.4,0.0,2.08,35.5,23.252
50.0,422.4,35.3,0.51,-1.8,22.8,0.628,2.68,89.4,20.968
65.5,209.2,36.5,2.91,-1.34,24.7,0.007,2.04,176.3,20.765
33.4,220.4,34.8,3.42,7.15,30.6,0.787,2.23,94.3,26.399
39.9,317.1,-3.1,3.4,-4.66,39.1,0.15,2.75,71.8,20.051
94.9,387.2,32.5,3.19,-2.17,30.0,0.895,2.37,127.8,26.822
40.0,16.9,37.4,2.5,1.28,23.9,0.155,2.54,125.7,19.906
77.8,296.6,8.1,2.6,0.22,41.5,0.764,2.18,22.7,24.354
98.0,93.4,15.9,3.18,3.18,16.7,0.289,2.22,51.1,22.815
31.8,173.0,29.0,3.45,-2.49,38.9,0.557,2.41,101.4,19.728
82.4,174.0,18.1,3.27,-4.08,38.5,0.608,2.51,76.4,20.283
48.2,234.5,39.7,2.93,-0.2,22.6,0.207,2.77,67.4,20.299
125.9,167.1,12.8,0.78,1.82,20.9,0.299,2.46,91.9,23.178
73.2,53.7,25.7,1.05,2.31,41.2,0.108,2.08,61.6,18.263
108.7,72.8,29.6,1.3,2.82,31.8,0.005,2.29,72.8,21.064
80.5,16.7,14.7,4.6,2.13,16.4,0.239,2.2,155.9,25.2
24.8,235.1,32.8,3.8,-1.81,41.7,0.516,2.2,104.5,20.353
89.6,477.2,17.3,2.76,4.94,25.5,0.714,2.4,175.2,30.613
124.7,57.8,10.6,1.26,-3.86,25.3,0.794,2.25,190.0,22.605
86.2,473.1,-4.6,0.55,-2.42,34.3,0.07,2.23,184.8,24.254
110.1,366.7,9.7,4.49,4.61,34.8,0.272,2.77,54.5,27.895
117.3,318.7,26.7,4.46,-1.36,25.6,0.77,2.47,97.2,28.695
45.1,322.6,36.1,0.55,1.42,19.3,0.481,2.21,109.3,21.754
43.3,413.4,2.6,3.99,-0.75,31.6,0.182,2.22,171.2,24.281
87.2,53.5,7.8,2.23,1.59,33.8,0.392,2.65,114.0,22.583
65.2,252.4,-2.3,1.62,-0.49,40.8,0.27,2.71,54.3,20.019
112.4,348.5,24.5,3.7,7.92,29.5,0.051,2.54,111.8,30.028
119.0,293.4,38.0,3.07,-0.35,34.4,0.764,2.35,13.6,26.492
58.9,416.4,22.0,3.9,3.15,16.6,0.292,2.61,167.7,25.774
46.1,36.1,20.9,0.37,6.55,41.8,0.945,2.75,115.4,20.585
105.9,345.4,17.7,1.59,3.29,24.8,0.888,2.13,132.1,28.41
50.2,267.0,-5.6,1.6,2.36,34.0,0.716,2.69,44.2,22.708
110.5,189.6,26.5,1.65,2.4,42.5,0.327,2.68,113.8,23.436
66.6,170.1,20.1,2.51,1.45,39.3,0.28,2.29,108.5,21.506
93.4,310.4,23.1,1.42,5.5,34.1,0.475,2.23,125.8,26.202
30.5,445.5,34.9,2.22,-4.34,36.1,0.355,2.45,170.2,21.174
88.6,248.1,29.2,1.84,6.51,42.6,0.901,2.22,154.1,28.061
69.7,412.4,29.0,3.68,2.62,39.4,0.123,2.12,111.6,26.723
84.5,201.1,36.4,3.02,6.04,33.3,0.724,2.76,179.2,26.681
38.5,51.2,39.5,3.27,-4.86,34.8,0.611,2.39,74.9,17.311
101.1,30.8,19.1,1.05,6.3,19.4,0.806,2.38,101.0,25.56
114.9,25.7,-4.6,1.63,-3.44,29.1,0.542,2.1,131.6,23.263
43.8,190.1,13.0,0.11,4.38,24.0,0.63,2.4,90.9,19.167
30.5,168.6,29.4,0.54,0.41,28.0,0.963,2.59,75.5,17.823
22.6,359.0,-8.6,1.33,3.85,34.9,0.092,2.2,26.9,23.162
90.6,371.4,-7.2,0.33,3.17,19.5,0.105,2.3,129.0,27.882
86.8,25.4,-6.6,3.01,-2.88,15.5,0.394,2.14,42.6,21.677
80.1,110.6,26.6,4.99,1.69,26.9,0.473,2.28,32.0,24.393
45.5,137.1,15.1,0.5,-1.4,24.7,0.2,2.69,40.5,15.535
63.0,273.8,8.4,4.11,2.29,27.6,0.083,2.19,139.3,24.977
85.4,72.3,-4.7,0.59,4.59,42.9,0.022,2.02,32.0,22.586
74.6,67.0,26.6,3.35,-3.94,36.2,0.765,2.43,195.4,21.683
128.7,471.9,6.1,3.22,1.7,24.8,0.485,2.46,152.9,31.736
35.0,402.1,3.3,4.51,3.03,20.4,0.843,2.26,81.6,27.93
96.5,90.3,22.6,0.57,-1.16,33.6,0.361,2.51,120.7,18.942
64.5,203.3,18.0,1.58,7.39,34.7,0.703,2.03,6.5,25.069
67.1,177.8,8.1,0.45,1.76,29.5,0.489,2.27,169.7,21.999
98.9,395.5,22.1,2.04,-2.63,21.4,0.612,2.12,57.9,25.138
96.2,255.1,3.6,4.56,-3.6,15.9,0.37,2.18,19.0,22.986
129.0,63.9,29.7,3.91,2.04,23.0,0.081,2.31,152.8,26.17
34.1,369.5,1.5,3.61,-0.12,28.7,0.947,2.39,69.3,24.307
31.5,198.4,-2.1,2.67,-2.5,38.6,0.836,2.07,115.7,21.639
99.7,131.5,29.1,4.42,-4.6,40.6,0.312,2.08,169.6,22.388
83.6,187.7,25.4,2.25,2.37,27.4,0.959,2.54,156.3,25.377
50.2,248.9,-0.9,0.75,2.78,38.9,0.3,2.32,70.7,22.881
28.7,171.6,-4.2,4.19,-3.16,44.8,0.443,2.14,174.4,21.145
29.4,121.0,31.9,1.4,2.82,36.5,0.755,2.19,80.8,20.054
118.4,199.3,28.8,0.27,7.38,36.9,0.309,2.58,102.5,23.487
41.1,9.6,6.4,0.63,7.72,42.3,0.325,2.04,124.4,20.771
55.6,386.2,22.9,3.05,6.55,25.1,0.41,2.41,18.8,25.963
44.9,85.5,-3.8,3.04,5.49,15.3,0.468,2.29,121.4,24.251
59.0,22.0,15.4,1.3,-2.28,44.6,0.124,2.65,117.6,16.03
27.6,326.8,-9.1,3.64,-2.97,29.7,0.017,2.63,175.3,23.326
77.1,387.0,9.6,3.87,0.78,38.6,0.919,2.55,74.0,26.92
27.4,406.9,-6.3,4.6,3.06,39.4,0.353,2.31,52.2,27.925
108.0,246.8,13.8,2.92,6.06,26.9,0.102,2.5,97.9,26.324
45.7,102.7,11.1,3.9,-1.98,31.2,0.759,2.51,139.0,21.406
79.4,368.6,12.2,3.77,1.24,31.2,0.295,2.27,114.6,26.395
116.8,349.9,-7.7,1.29,3.42,21.6,0.182,2.7,32.0,26.637
91.6,123.1,8.1,1.55,0.79,18.5,0.963,2.79,72.8,23.349
78.6,451.7,27.8,2.39,0.9,31.3,0.921,2.25,17.4,26.63
55.7,52.2,8.4,0.1,-2.07,18.6,0.106,2.64,149.2,14.656
56.6,491.3,25.8,1.49,7.83,25.4,0.899,2.4,177.2,28.954
93.6,430.1,8.5,2.37,1.18,20.6,0.891,2.37,13.9,27.79
129.4,343.9,11.2,0.54,1.93,36.2,0.634,2.31,107.5,26.359
92.8,469.4,18.2,0.63,-2.16,41.2,0.53,2.23,115.4,22.523
81.4,361.2,37.5,2.32,1.68,32.3,0.217,2.74,90.6,24.454
100.4,95.2,-4.6,3.65,-1.68,27.3,0.121,2.59,103.0,23.841
71.2,221.1,-8.4,4.17,-2.37,44.9,0.606,2.35,143.5,24.72
26.6,35.8,20.4,2.73,-1.42,15.6,0.822,2.6,99.3,18.549
81.9,194.8,37.5,2.37,-4.96,24.1,0.689,2.57,184.3,23.031
125.3,370.8,39.5,1.92,2.41,23.4,0.181,2.21,110.5,27.151
39.3,193.2,14.2,0.96,0.04,25.7,0.29,2.14,19.0,19.239
95.9,165.1,13.4,0.73,6.68,21.9,0.546,2.67,190.9,25.206
42.1,297.7,22.2,3.96,-4.47,22.9,0.625,2.65,33.6,20.282
78.9,436.1,17.8,2.33,-4.44,22.7,0.072,2.8,158.0,20.351
30.6,23.8,21.7,3.95,6.52,30.2,0.614,2.02,107.7,22.362
69.5,192.7,33.7,3.52,-3.35,26.7,0.736,2.43,149.5,22.116
103.2,79.1,27.3,0.97,-4.97,34.2,0.181,2.56,105.1,17.592
58.2,347.7,14.8,2.55,-2.67,30.4,0.246,2.47,16.5,21.769
93.1,52.9,13.1,2.22,5.71,20.5,0.259,2.57,78.1,24.962
107.5,332.4,22.0,2.12,5.44,39.3,0.94,2.11,126.0,29.696
122.0,143.1,12.8,2.71,-0.58,29.2,0.407,2.0,127.6,24.229
45.8,99.5,12.9,4.91,3.68,19.6,0.531,2.07,194.7,24.523
63.9,468.2,-9.2,4.06,1.59,20.0,0.724,2.3,123.2,32.188
36.8,9.3,-1.3,4.52,6.76,38.9,0.371,2.26,60.9,23.348
129.2,218.9,14.4,0.15,-4.27,36.1,0.106,2.7,13.5,18.061
122.0,10.8,31.1,0.7,5.57,30.2,0.654,2.07,158.7,25.725
79.4,241.8,3.9,0.42,-2.78,24.2,0.667,2.35,178.4,22.455
112.6,250.5,16.1,1.32,0.09,28.8,0.261,2.77,124.7,22.162
77.3,160.8,7.2,2.21,-2.5,34.1,0.035,2.4,99.1,18.811
88.6,66.1,-4.8,3.21,4.13,41.4,0.665,2.11,172.9,27.075
29.8,188.2,37.9,2.5,3.82,31.7,0.703,2.23,51.9,22.082
103.1,336.1,32.7,4.52,2.12,23.3,0.026,2.5,82.8,25.749
34.0,391.2,-6.1,4.7,4.08,16.3,0.693,2.01,104.0,29.364
110.9,265.4,26.0,0.82,3.31,20.3,0.939,2.77,14.6,25.698
106.0,294.9,7.4,4.26,5.09,34.5,0.179,2.45,139.3,28.318
98.0,100.3,39.7,2.41,-1.89,19.8,0.521,2.56,41.8,20.538
24.0,143.7,5.1,2.27,0.58,29.4,0.697,2.4,70.0,19.213
53.3,80.9,1.9,3.92,-3.03,36.0,0.23,2.77,85.8,17.75
48.9,124.6,18.4,0.47,0.58,24.2,0.752,2.47,129.5,19.108
59.6,112.4,31.8,4.41,4.12,35.1,0.868,2.53,17.8,25.211
29.6,259.7,-0.4,3.35,3.99,32.4,0.815,2.69,71.5,24.706
123.1,281.3,25.5,4.38,4.22,28.2,0.259,2.69,58.5,28.369
80.9,472.5,-6.9,4.97,-0.99,41.9,0.804,2.02,5.3,31.527
53.6,97.8,35.9,2.59,3.61,35.8,0.413,2.23,139.9,22.476
63.7,320.8,-5.9,0.47,-0.22,25.8,0.266,2.2,51.0,21.932
69.2,408.6,35.7,0.83,7.28,39.1,0.168,2.01,37.5,25.359
86.1,280.1,14.5,1.62,-0.54,37.1,0.909,2.7,160.6,23.921
76.7,127.5,12.4,0.52,2.84,38.8,0.427,2.25,12.6,21.165
121.1,131.3,38.7,4.08,4.75,34.2,0.866,2.28,180.5,29.089
74.7,19.6,39.5,1.48,6.78,26.4,0.16,2.08,138.9,23.837
129.1,152.7,22.5,4.88,0.69,25.5,0.767,2.79,38.5,25.544
113.7,372.3,-3.6,3.51,-0.31,34.6,0.11,2.66,73.3,27.586
42.9,23.8,15.3,0.87,0.59,18.9,0.018,2.46,190.2,16.358
122.4,109.6,16.5,2.38,-0.79,39.6,0.995,2.62,125.7,25.99
32.8,353.1,15.7,2.33,3.5,26.1,0.074,2.62,123.7,22.554
109.9,391.3,18.5,2.46,7.13,33.9,0.462,2.53,132.3,30.18
61.9,227.7,-9.1,2.68,-3.36,30.0,0.878,2.14,95.2,24.018
116.6,349.0,25.6,0.16,2.29,30.6,0.819,2.58,37.6,26.882
115.5,194.0,25.6,3.43,6.67,37.1,0.471,2.46,34.4,29.635
108.7,80.0,-4.2,2.44,-3.7,33.8,0.611,2.58,139.0,24.732
106.9,199.1,18.5,3.95,1.42,22.5,0.63,2.43,177.4,26.447
53.5,290.0,18.4,4.08,6.25,17.2,0.11,2.77,63.5,24.596
28.9,474.0,24.1,1.15,6.71,40.2,0.285,2.5,103.2,23.171
64.3,34.4,-5.7,0.24,1.69,41.5,0.301,2.46,198.5,20.103
39.1,253.7,21.3,3.52,-4.68,19.9,0.378,2.67,55.1,18.799
96.4,164.5,4.0,4.89,-3.63,24.3,0.274,2.3,81.1,23.976
58.1,254.2,15.4,2.23,2.63,23.5,0.251,2.25,75.9,22.699
127.3,12.0,28.7,1.3,-3.39,43.1,0.355,2.4,11.4,16.838
90.5,156.5,25.3,0.78,-3.06,21.1,0.379,2.47,104.4,19.086
110.5,409.9,-4.1,1.44,5.04,20.0,0.487,2.18,45.7,30.697
34.6,277.0,19.6,1.64,4.76,20.5,0.174,2.55,30.1,21.642
114.8,225.3,38.5,2.12,5.96,36.9,0.788,2.64,143.5,29.13
121.5,142.8,-2.2,3.28,-3.63,41.6,0.861,2.46,154.3,26.47
73.6,149.0,32.6,1.37,-2.42,26.8,0.248,2.42,178.3,19.173
86.7,191.6,25.1,0.25,5.83,19.1,0.123,2.24,187.2,23.856
104.1,417.8,28.7,1.87,4.37,32.6,0.722,2.73,174.5,30.935
39.2,483.6,4.1,4.28,5.48,21.3,0.924,2.6,28.9,30.665
75.3,219.3,4.4,2.49,7.87,16.9,0.035,2.38,48.6,25.68
63.9,196.7,35.3,4.82,6.24,41.6,0.014,2.53,28.9,24.759
36.1,423.3,8.0,2.52,1.77,41.1,0.183,2.27,73.9,22.632
60.4,213.5,-6.8,1.38,-0.96,44.3,0.685,2.05,29.2,22.655
27.5,276.0,20.0,0.97,2.41,29.2,0.965,2.16,132.4,23.635
22.8,115.5,-3.8,3.47,3.3,23.8,0.75,2.06,144.8,24.716
34.9,371.8,29.8,2.68,-0.64,38.1,0.573,2.41,36.1,21.307
125.9,266.0,22.1,3.02,5.02,20.4,0.701,2.5,126.2,28.737
80.4,404.5,33.7,3.78,-3.79,22.3,0.231,2.3,9.5,23.538
126.2,390.4,29.2,3.63,5.13,22.7,0.689,2.42,89.7,32.438
67.6,107.5,-4.4,0.22,-4.58,43.5,0.321,2.07,60.6,17.976
54.3,357.8,9.1,4.01,1.47,36.9,0.222,2.62,199.7,24.499
75.7,400.0,28.7,2.66,6.2,19.0,0.237,2.03,184.9,28.564
68.3,173.1,10.9,1.96,-3.88,17.8,0.668,2.51,33.8,19.257
31.6,86.3,38.6,2.69,1.73,40.3,0.767,2.35,183.9,22.776
90.5,1.3,26.8,3.06,-2.93,39.1,0.582,2.15,86.7,20.672
43.8,225.5,-9.2,0.75,6.63,35.1,0.064,2.42,117.4,22.801
88.2,176.2,34.0,2.09,5.82,20.9,0.038,2.62,109.1,23.079
91.5,277.5,-5.0,1.68,7.14,29.4,0.217,2.33,146.6,28.93
36.7,94.0,-3.0,1.75,6.37,33.1,0.286,2.29,70.3,21.367
26.7,429.8,26.7,0.46,4.58,43.0,0.405,2.11,18.6,22.612
105.9,128.9,33.2,0.8,-2.6,20.1,0.076,2.48,86.4,18.704
70.6,113.2,16.8,0.81,-1.07,30.5,0.725,2.66,111.2,19.833
26.4,240.4,4.5,1.87,1.46,19.7,0.711,2.45,113.2,22.371
129.4,249.4,7.6,4.47,2.66,28.3,0.347,2.13,159.6,29.661
26.4,107.5,7.1,1.03,5.17,21.0,0.563,2.53,13.6,18.903
96.5,135.9,6.3,2.08,-2.05,40.1,0.101,2.02,197.7,21.035
128.2,84.9,2.1,1.56,-3.33,22.6,0.415,2.67,198.2,22.783
46.3,359.2,20.4,3.94,1.27,27.5,0.858,2.74,24.3,24.46
35.6,385.0,35.0,0.25,-2.95,27.2,0.661,2.48,72.1,20.13
33.4,231.2,5.4,0.98,4.02,41.0,0.104,2.71,120.1,19.301
53.4,357.0,-0.7,1.05,2.48,37.7,0.848,2.07,77.8,25.673
31.1,368.0,31.9,4.96,4.63,16.7,0.681,2.18,100.1,29.239
96.1,69.1,27.1,2.85,-4.18,17.0,0.453,2.25,68.6,20.683
26.9,483.1,36.5,0.69,7.54,31.5,0.692,2.62,143.9,26.669
76.0,410.5,-1.7,1.36,-5.0,27.8,0.173,2.39,76.0,20.446
129.6,102.2,-2.8,0.84,-0.77,23.3,0.55,2.28,88.8,23.395
109.5,93.1,17.1,0.62,3.84,38.8,0.618,2.13,117.3,24.179
87.7,62.8,20.7,3.99,-4.41,18.9,0.928,2.65,194.0,23.247
53.7,69.2,14.0,2.48,-3.92,44.2,0.067,2.02,130.2,14.859
88.6,374.1,19.9,3.16,-4.0,15.7,0.375,2.27,23.9,23.486
78.0,234.8,-1.0,1.66,2.56,18.5,0.937,2.19,67.2,26.244
66.9,391.5,14.0,2.77,6.65,24.3,0.217,2.1,86.8,26.715
34.4,373.1,22.9,1.29,2.22,30.3,0.813,2.14,149.3,24.903
117.5,302.3,11.6,1.54,2.85,21.5,0.002,2.4,92.1,25.269
69.5,343.2,24.0,3.26,-0.5,37.1,0.026,2.34,133.5,22.441
41.4,9.2,12.6,0.75,-4.76,25.7,0.328,2.41,168.7,14.942
60.5,155.9,6.7,3.09,-4.72,16.2,0.769,2.58,25.3,19.542
65.6,318.9,5.2,4.26,6.55,41.3,0.104,2.71,154.3,26.34
111.0,4.7,10.5,0.6,-3.67,43.3,0.383,2.09,150.4,19.352
100.7,16.5,-8.8,4.49,8.0,33.6,0.131,2.07,164.8,30.714
104.6,425.9,23.4,0.4,-2.86,39.2,0.224,2.26,191.4,22.47
21.2,342.0,32.3,1.74,3.77,18.6,0.503,2.44,65.4,22.147
65.8,132.7,7.7,3.05,7.34,23.1,0.319,2.08,88.7,25.98
72.9,344.0,-7.7,2.8,-0.29,24.8,0.212,2.57,56.2,24.396
22.1,396.2,39.3,0.48,4.55,43.8,0.393,2.44,68.8,22.607
48.6,153.4,3.2,3.99,-0.44,30.4,0.701,2.6,69.3,21.639
103.6,18.0,-3.7,4.87,-1.04,15.2,0.119,2.29,174.6,24.931
35.1,466.4,8.5,0.91,-2.38,26.4,0.48,2.32,17.3,21.063
78.9,172.6,26.9,4.48,5.67,15.2,0.275,2.65,44.5,24.544
43.7,53.2,4.7,2.78,-1.65,22.1,0.379,2.21,124.1,18.874
21.3,245.9,18.7,4.68,-1.32,28.6,0.822,2.31,154.2,23.545
46.5,384.2,10.8,0.88,7.99,24.7,0.93,2.01,141.0,26.649
127.3,110.8,-4.1,3.96,-0.74,16.0,0.243,2.44,14.1,25.683
108.2,134.7,6.5,0.3,0.5,18.5,0.63,2.68,93.5,23.162
125.6,121.4,26.2,4.42,7.87,31.5,0.677,2.02,41.0,30.89
73.7,495.8,20.6,3.37,-0.2,35.9,0.842,2.49,197.7,28.088
32.1,98.7,-4.0,1.85,-0.24,27.1,0.899,2.68,199.8,22.28
80.3,287.8,-1.8,0.95,5.76,36.9,0.468,2.4,14.9,26.722
70.0,462.6,22.0,4.08,-0.94,19.9,0.983,2.25,135.2,29.61
112.9,73.4,30.7,3.02,-1.96,18.7,0.971,2.8,163.5,24.156
30.8,485.4,7.5,1.8,0.5,40.2,0.506,2.05,68.3,22.803
73.7,473.7,19.8,2.22,4.11,25.2,0.542,2.17,140.3,28.847
36.5,442.3,-1.5,4.13,-4.44,28.0,0.668,2.71,41.6,24.601
55.7,107.3,5.6,1.69,-0.14,43.4,0.374,2.24,30.0,19.686
101.1,317.0,-9.0,0.45,-0.5,27.7,0.662,2.66,185.4,27.241
72.4,380.4,28.4,4.56,-1.82,15.1,0.514,2.27,130.3,25.786
61.3,493.0,10.1,1.94,3.51,43.1,0.035,2.65,164.3,23.08
63.4,90.2,30.8,1.74,-1.23,15.4,0.853,2.55,108.9,22.045
70.5,383.0,25.4,1.02,2.89,34.9,0.94,2.37,35.2,26.247
106.4,169.4,31.4,4.49,1.56,24.7,0.026,2.42,78.4,23.768
118.1,87.8,4.3,1.09,-2.18,29.1,0.789,2.14,176.9,23.991
125.1,210.7,-0.7,3.18,-1.53,31.4,0.386,2.09,8.0,25.415
106.6,396.9,38.6,4.4,-2.78,27.3,0.586,2.57,45.4,26.822
54.7,232.4,25.9,0.17,-4.26,38.2,0.5,2.68,54.4,15.8
95.7,268.8,31.7,4.14,3.05,42.9,0.551,2.58,56.3,26.818
68.1,497.6,-9.3,2.05,3.75,17.6,0.495,2.73,24.2,27.885
48.0,199.6,7.7,3.29,-2.84,39.0,0.853,2.71,170.4,21.268
112.5,307.7,27.1,1.86,3.0,18.9,0.684,2.62,36.1,27.083
24.2,182.6,-6.1,3.48,7.77,17.4,0.413,2.72,166.8,25.319
119.2,196.4,18.4,1.27,-4.03,43.7,0.689,2.13,74.2,22.027
70.8,347.8,11.5,0.11,1.37,29.7,0.965,2.59,94.2,23.054
90.1,468.9,-9.1,4.74,4.53,19.6,0.08,2.6,95.3,33.062
92.5,271.2,1.8,0.08,-4.4,32.1,0.388,2.12,144.1,21.408
118.5,384.2,4.2,4.12,5.12,22.9,0.87,2.73,147.6,32.467
90.0,44.6,-4.4,0.85,7.73,28.9,0.739,2.01,129.9,28.493
87.5,105.6,21.6,1.96,-3.85,33.7,0.935,2.35,155.9,21.286
27.3,251.1,2.1,4.11,5.69,41.1,0.04,2.02,6.6,23.696
77.0,10.0,3.9,1.03,-0.08,15.1,0.863,2.42,103.4,21.914
36.5,126.4,34.9,4.33,-3.13,21.4,0.792,2.33,107.2,20.781
101.1,258.7,13.4,2.49,1.41,17.9,0.815,2.5,51.7,26.906
76.3,7.5,9.6,1.83,-4.07,17.9,0.597,2.61,113.5,18.261
94.8,132.3,26.2,3.31,1.79,43.4,0.052,2.61,96.1,21.13
24.6,257.0,35.5,1.71,-4.75,43.1,0.539,2.58,97.1,16.819
29.3,286.6,-8.7,1.74,4.47,37.5,0.408,2.08,28.1,23.498
98.8,462.9,12.4,3.67,1.34,34.3,0.527,2.33,89.9,28.47
27.9,322.7,20.5,1.55,0.97,40.4,0.74,2.65,154.5,21.48
27.8,207.4,5.9,1.0,-2.45,16.8,0.596,2.52,84.9,18.601
21.3,465.2,28.6,4.04,-0.3,18.6,0.293,2.54,100.1,21.993
125.2,392.4,38.6,4.03,-2.64,24.5,0.6,2.18,193.7,29.323
101.1,100.0,37.2,2.49,4.56,40.0,0.083,2.26,175.0,23.572
58.9,65.4,3.3,2.63,-2.41,29.2,0.005,2.76,186.1,18.587
52.6,337.9,1.3,3.48,3.02,30.1,0.402,2.68,20.1,24.281
58.5,279.9,37.9,2.55,-1.37,21.9,0.757,2.13,125.6,24.389
105.2,394.8,12.9,2.09,3.54,34.5,0.823,2.44,48.6,27.48
92.8,369.4,0.4,4.97,2.03,41.6,0.55,2.39,83.8,30.735
40.4,312.6,25.3,0.74,0.5,24.9,0.868,2.35,137.6,22.339
39.2,493.2,4.2,2.96,3.75,33.6,0.126,2.38,117.9,26.546
30.8,266.8,3.4,4.43,0.4,25.0,0.964,2.51,103.6,25.244
92.6,56.6,34.0,3.44,5.68,38.8,0.922,2.77,163.8,27.347
104.1,414.1,-1.9,4.4,4.48,29.2,0.599,2.7,138.1,31.67
49.2,125.9,-6.8,1.68,2.03,25.2,0.059,2.7,165.1,21.483
22.3,388.7,3.5,1.36,6.4,27.6,0.454,2.56,186.7,25.165
29.0,478.6,20.3,4.26,5.78,17.7,0.179,2.01,143.8,29.447
126.5,348.4,-3.8,1.97,1.91,41.0,0.628,2.35,82.1,28.388
52.5,298.0,13.6,3.55,-4.11,43.7,0.19,2.41,46.5,20.645
104.6,230.2,21.4,0.74,2.36,29.3,0.482,2.67,57.8,21.691
88.7,182.2,32.4,3.78,-0.38,21.6,0.206,2.74,82.3,22.895
62.0,176.5,1.5,2.74,2.02,34.9,0.182,2.36,149.3,22.455
42.6,318.2,30.9,1.34,3.41,28.6,0.248,2.24,12.8,21.385
33.4,375.6,1.7,2.47,3.38,22.6,0.029,2.27,163.8,24.357
87.7,339.3,23.8,3.48,3.76,16.2,0.716,2.46,152.8,28.147
